class,text
ham,You need to get up. Now.
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
ham,See you there! 
ham,His bday real is in april .
ham,Do you know when dad will be back?
ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
ham,ÌÏ all write or wat..
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876"
ham,O was not into fps then.
ham,Might ax well im there.
ham,"Aight, we'll head out in a few"
ham,Oh ic. I thought you meant mary jane.
ham,Printer is cool. I mean groovy. Wine is groovying
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
ham,Oops. 4 got that bit.
ham,Yes i have. So that's why u texted. Pshew...missing you so much
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
ham,That is wondarfull song
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
ham,Ok...
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
ham,You will be in the place of that man
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
ham,I.ll post her out l8r. In class
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
ham,I've sent Ì_ my part..
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
ham,Uncle Abbey! Happy New Year. Abiola
ham,My sister cleared two round in birla soft yesterday.
ham,Normally i use to drink more water daily:)
ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
ham,Yup i thk so until e shop closes lor.
ham,You tell what happen dont behave like this to me. Ok no need to say
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
ham,Now only i reached home. . . I am very tired now. . I will come tomorro
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
ham,Dear i have reache room
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
ham,Ya even those cookies have jelly on them
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj"
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,No no. I will check all rooms befor activities
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,Shopping lor. Them raining mah hard 2 leave orchard.
ham,"sorry brah, just finished the last of my exams, what up"
ham,THIS IS A LONG FUCKIN SHOWR
ham,But i'm surprised she still can guess right lor...
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!"
ham,Alex says he's not ok with you not being ok with it
ham,Ha ha cool cool chikku chikku:-):-DB-)
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
ham,I sent them. Do you like?
ham,You will be in the place of that man
ham,YO YO YO BYATCH WHASSUP?
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
ham,ÌÏ go home liao? Ask dad to pick me up at 6...
ham,"Sorry,  in meeting I'll call you later"
ham,If You mean the website. Yes.
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
ham,I cant wait to see you! How were the photos were useful? :)
ham,Anything lor. Juz both of us lor.
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
ham,Easy ah?sen got selected means its good..
ham,"Sorry that took so long, omw now"
spam,This message is brought to you by GMW Ltd. and is not connected to the
ham,"Me also da, i feel yesterday night  wait til 2day night dear."
ham,"Just sent you an email ÛÒ to an address with incomm in it, is that right?"
ham,"It's that time of the week again, ryan"
ham,Did u got that persons story
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
ham,"There're some people by mu, I'm at the table by lambda"
ham,What's the significance?
ham,Nope i'll come online now..
ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
ham,In the end she might still vomit but its okay. Not everything will come out.
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
ham,"Until 545 lor... Ya, can go 4 dinner together..."
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
spam,tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
ham,Any way where are you and what doing.
ham,Hahaha..use your brain dear
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
spam,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X"
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
ham,"That's fine, I'll bitch at you about it later then"
ham,I'm serious. You are in the money base
ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
ham,"Yeah, that's fine! It's å£6 to get in, is that ok? "
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ..."
ham,Your right! I'll make the appointment right now.
ham,You can jot down things you want to remember later.
ham,Same to u...
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
ham,U still going to the mall?
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
ham,The hair cream has not been shipped.
ham,"Sure thing big man. i have hockey elections at 6, shouldnÛ÷t go on longer than an hour though"
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
ham,K k pa Had your lunch aha.
ham,Only saturday and sunday holiday so its very difficult:)
ham,Surly ill give it to you:-) while coming to review.
ham,"Alright, see you in a bit"
ham,Got it..mail panren paru..
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
ham,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\"""""
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
ham,Wife.how she knew the time of murder exactly
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
ham,He needs to stop going to bed and make with the fucking dealing
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...
ham,Hi da:)how is the todays class?
ham,Blank is Blank. But wat is blank? Lol
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
